,price
153556,7554
67920,995
100217,4785
18100,6416
85797,646
8630,1572
6221,12880
44848,5556
135896,2989
54217,7216
99907,2578
24898,4625
1704,612
619,11917
146856,1664
8876,1629
44872,1357
100119,5226
686,4106
69938,6533
142414,530
24415,1846
137289,545
11345,761
6160,3950
47072,15025
4143,6137
20955,13912
33907,789
3204,2782
62332,2677
14406,526
33903,3323
20599,512
15144,1960
71201,1778
24469,5988
27591,5699
15786,16512
140333,589
50079,589
21246,792
19672,14067
5194,1608
68467,11372
132199,516
112553,4791
83022,581
38484,1836
119253,4434
147474,605
59942,498
153065,675
109546,846
17518,8538
68137,4442
60738,4608
2062,900
20382,3351
154400,4107
126621,596
26569,645
11637,912
55974,645
104702,5671
101317,6031
94686,1929
95086,1314
64011,2195
42031,2707
86641,790
43136,709
49931,4620
84378,882
131188,6023
132356,5661
73281,7481
90370,6522
88407,9740
69887,2528
105994,2948
92872,6662
39173,4081
12772,2395
2290,3425
124036,4659
77210,2594
19587,1105
114125,9681
53510,11818
141443,15773
127518,1209
148831,990
37043,810
21957,1990
14030,5100
91967,10020
139656,832
142793,522
101919,394
134517,4455
101979,2333
19778,4227
122319,506
134778,12787
150948,2346
26995,2936
57935,6221
71167,596
27081,9067
95922,3679
31709,946
130211,936
56906,3786
6335,2938
18469,10078
138683,3447
100370,707
49784,2911
152375,2210
80103,13532
3167,706
5692,791
11526,698
20189,1349
6904,1781
103091,6443
55734,726
136675,2515
80014,13596
16107,984
12997,1698
734,631
37421,11108
82877,2093
9436,816
7994,1237
27094,2274
53337,1033
565,2691
107599,9699
13494,942
53127,2574
27411,905
14476,1389
89140,1415
8847,4980
27680,5631
34797,816
121263,435
122178,1312
81979,710
121604,477
14499,10342
80127,4400
112702,11372
17119,5466
12457,7917
61304,15776
73682,572
41840,702
150032,698
43665,2482
10498,1960
5352,932
75666,2508
46920,5501
75340,5056
60381,844
23296,5651
12639,4155
34795,4583
115967,15776
104198,2298
7809,1841
79783,4721
39693,714
147021,755
7731,3104
3082,6969
26388,10927
22408,1574
136307,1581
24367,544
14652,4808
37152,484
20844,3299
32374,2883
65347,956
135017,5027
74682,769
57138,723
32557,789
107402,422
1406,446
25567,11231
67286,2590
99651,8818
81336,1013
48103,758
9456,900
48724,8688
24086,2148
70556,3267
88725,538
116948,802
65996,10602
2447,12193
22299,2585
29700,3863
15697,561
104660,5947
27810,17595
124341,7616
4361,1918
28329,15579
12981,3547
33417,12617
66824,3454
23344,666
16980,1264
5780,6818
109136,732
32794,4328
55576,754
127089,3402
56026,5538
25323,1173
16296,16643
134490,11719
9328,4782
101806,4946
19091,1340
81841,1154
44150,15579
154354,985
89907,668
63693,767
99996,776
72357,765
15727,2066
31649,2058
34335,1451
140954,938
19619,8623
134082,1799
16757,1333
143566,1024
29502,816
145721,7774
49333,1841
19625,6544
80980,877
112920,2657
132118,1007
36046,12576
20634,1107
51511,453
121955,943
117502,1313
62715,828
98953,900
125012,943
45300,8004
15495,5645
1417,14790
7266,3530
91615,6279
13315,4038
32190,5995
9039,2334
47069,1051
113938,1963
682,2849
31402,4643
101794,1397
96053,1077
133188,530
40011,999
21679,1944
106949,6980
25711,589
60281,4250
81888,7002
33705,2323
70247,714
126410,2363
75393,6416
81918,1076
84066,5491
133546,574
116635,12610
41443,647
130893,17515
17431,2469
33735,5430
81064,6146
40271,1950
152105,6271
28956,1069
114756,1013
35880,975
80277,1698
38854,2218
34318,2305
51200,1454
145455,4265
21807,4330
22612,4691
5154,816
78207,2732
40939,5198
101142,974
139220,435
32660,1208
54280,10438
34780,11726
17078,1700
121858,12700
12694,755
62877,5478
93463,5013
59406,679
16591,612
11603,1546
67154,1971
108018,5352
6198,475
140074,2111
111180,2694
116945,523
23420,907
105621,828
18491,953
50945,8470
6915,802
29937,1203
9843,15032
112825,4412
29307,698
111890,1744
97358,12271
32466,605
153347,5884
83624,11195
23498,505
70351,5817
24833,5666
13879,5167
134245,7823
54744,2913
98870,838
121916,8608
145070,5849
5735,3782
12321,3253
19160,6403
36557,1203
64380,988
2445,610
34292,6773
35441,830
64154,2247
24863,18279
12256,367
81792,9997
62307,530
140814,4309
122410,579
30903,5831
92209,4969
31685,1428
3699,6535
121235,5395
44139,3269
32341,1567
79434,6846
116324,7290
124440,2863
108531,1327
55092,3191
23177,878
14664,3797
41727,903
34745,3696
138002,866
40090,12271
21740,633
151024,6065
83688,1723
109127,9946
51662,891
53209,13666
44288,928
833,2647
102418,9709
62593,1133
22474,4921
19793,4939
63251,2117
82796,828
928,1555
32575,2949
28260,3084
68443,1222
108142,13929
93612,4112
109279,2262
76355,709
24537,3529
15399,473
108,605
31836,2030
118722,2240
129594,645
118508,1593
144515,619
19746,1343
71015,961
144496,1040
33517,6848
143351,1718
35399,589
31853,16253
71000,1591
61653,433
106947,2104
17617,544
132676,2269
13459,5943
84873,13219
51193,3084
121977,637
73142,790
10596,9648
34082,1607
75570,1160
147667,3107
82115,905
93521,679
152058,636
96380,3238
13879,4766
27948,5278
83246,552
129280,18756
27988,12821
34071,5525
106822,1743
91790,7743
115202,4990
32898,1041
66438,2882
107730,2292
86418,5938
151423,10663
149691,14915
87281,8525
53015,4839
20624,1197
36181,622
114359,4111
27593,735
87602,6232
98894,1410
8088,828
36742,1856
141338,792
8486,11455
18116,968
6151,5724
48873,901
139797,10888
26206,10009
137325,1944
82250,936
83878,7286
121150,1209
42313,5172
96415,8239
10438,8115
115293,2501
33207,1641
18442,741
2972,4805
20385,2167
19204,10071
81522,1926
85792,11154
142359,951
51437,5746
76214,2570
119809,6332
18879,8637
100383,2396
6191,4159
121510,1404
12318,489
74082,8196
22903,3012
96138,4827
44205,1127
148019,1849
142871,5657
32106,3843
113603,6989
33953,1297
3621,393
29822,7943
143568,4636
107315,838
145757,694
52250,10221
2555,2192
14621,3759
152361,3734
134658,2858
135638,14603
80542,9916
133921,956
140891,4158
18376,684
2388,5052
27720,828
8,3510
150458,2343
134342,851
58218,1079
141943,10069
136405,2160
17877,1561
26217,848
128318,1167
102584,6562
84128,1375
10877,773
119434,1998
86831,776
35152,7424
33492,3734
131286,5588
22274,675
127199,1546
21009,16300
64553,4630
17986,794
20506,2301
21488,5062
99582,10441
30897,3648
112939,2706
33075,1844
105069,8020
8938,10352
11413,740
25316,5698
14048,2673
122849,13991
82890,14372
10098,898
35898,8219
81921,2196
9587,432
18713,14775
79871,816
103224,5535
75544,2079
153723,2059
110531,9177
129855,1061
74529,7848
54138,4242
120733,625
134834,3199
143822,3006
122831,4196
68742,6302
97728,886
26058,10929
145054,16412
14493,11093
115940,2763
80011,4932
25126,1569
98799,5268
67392,2266
102761,3057
3995,5599
32122,2516
31835,4281
30395,979
19203,7198
76884,9761
14603,1935
73014,4001
116157,4265
35514,12717
11855,1227
60257,3528
2502,8457
72667,666
65182,394
101118,7135
39832,554
151251,1911
118787,2056
146914,2829
96882,1770
11910,16378
49542,7149
154487,5000
49529,3531
138910,4138
6513,5250
22003,2401
128556,3162
54859,13767
98223,3743
70,2761
106007,988
124285,984
48655,1087
154810,6334
77118,861
115534,3180
149086,550
80230,3257
18902,9072
15531,6606
11421,4480
106954,775
117817,953
106812,473
142396,4836
127235,844
33416,4743
31476,2612
101932,4783
112112,1935
3275,829
145874,772
36627,985
112394,17953
35637,1226
45525,1115
137808,1847
30915,4980
133119,791
17272,1349
90695,4911
90957,1190
87987,1056
67652,4043
102759,1221
87230,4625
68799,734
19468,803
19961,1294
62427,906
91898,599
86555,816
37164,11109
43852,605
25868,2171
25271,1073
97,572
134697,3977
118197,369
1253,476
30321,438
31992,658
123788,4931
62799,789
84974,4960
120718,2505
25332,18559
36008,16874
53423,730
31883,517
30358,6532
6152,9972
30165,579
66737,1716
58310,705
2905,2428
20774,6733
1359,1948
77971,4142
3186,12738
127790,580
87631,1397
90881,3992
76366,12776
18354,2655
49610,15562
11952,2105
51601,1129
2226,2107
121032,8291
20418,628
111449,526
32525,7472
4562,545
110542,6973
88593,16390
101836,10291
56751,4276
495,4291
101055,6716
27379,6366
122557,853
72141,5268
151149,17365
53995,5002
126398,5232
29452,4363
52871,4379
21234,1052
135111,3504
14689,4107
89238,961
114331,2147
45878,1752
22753,1179
22376,2517
34251,841
16161,7098
1150,2177
25327,3114
5343,1316
16298,829
149054,2841
44175,2288
67802,850
137518,524
1296,1013
22524,5690
135878,8227
30219,6969
112922,2042
139512,771
130272,814
119684,3696
9335,14040
13188,2529
26226,680
73821,789
140386,8887
110012,17045
121888,10214
134129,491
110543,583
11243,17114
134879,2074
105827,7002
70426,3061
109663,3787
10889,2482
4653,5183
61285,4864
85592,13097
35211,1885
14894,628
139368,6350
115204,5469
29807,2438
18176,2856
3433,1067
5772,6415
109541,8311
135799,974
3711,15032
70420,4120
38665,1942
28047,1232
4818,2482
27140,1103
38806,6787
106671,3389
36197,1656
144324,3950
126214,6607
40538,596
66768,2346
138636,782
60685,7484
44652,17050
87961,17760
16098,917
123898,972
137191,7295
53604,2776
48609,999
99024,724
109256,5555
27883,720
12719,5924
5016,17530
38157,675
7298,12992
98047,394
4243,1754
152208,8776
38576,1843
48035,4399
131686,467
7754,855
9384,7279
21248,1922
134214,7392
64244,3363
149350,579
137226,1743
153539,978
39077,18398
123149,2803
60102,1377
37444,1415
87093,3478
59114,7018
152171,14732
67386,945
96520,605
119818,7163
16087,4368
1820,559
31583,7957
130342,730
31251,1229
84450,4439
22246,1569
100049,1389
7209,1207
113789,3903
8550,781
75858,2235
9037,4906
126627,1608
63923,14242
126322,1631
94976,670
107605,3835
148717,4270
106495,1067
104436,847
100454,607
151189,733
101913,8870
23415,546
43965,3024
18170,999
31267,4579
47087,2101
64576,3615
22002,1637
127254,8820
43918,2816
44910,2290
37056,605
5966,6343
11214,10282
93325,2749
62322,596
129618,921
144716,4387
37790,936
25375,14414
5208,522
6626,4670
113066,12156
61387,799
46711,4283
136704,1046
67803,3404
32992,6782
106019,774
5541,3926
72700,586
13054,2498
5673,4461
114635,4604
50869,1010
24262,2314
49743,987
50979,526
23811,2967
21083,1819
153147,2219
89585,6455
45939,16779
25541,1088
91463,530
120513,4931
2044,5860
68818,682
37477,4997
60072,2422
68986,1326
40447,1260
22973,2550
148409,2875
26961,12466
48935,17776
6162,1940
79355,505
80055,15913
72325,13063
73777,596
24218,4715
102196,2650
119263,473
133365,5445
78241,2622
139336,14945
3630,3254
94269,589
68158,4693
2552,968
61094,4209
34394,953
131569,2469
132246,1141
4218,8684
111384,5329
71286,2909
81556,658
2232,1851
153715,541
79416,3975
10007,4260
49003,434
32418,2578
99512,1953
25796,3411
33192,1105
4551,4324
34767,884
115919,3217
4767,554
87732,5132
37188,1744
123416,13819
8897,8167
135676,2717
25173,505
10972,4704
137259,9366
85249,1383
145680,1770
79730,756
106412,9521
147890,591
149408,5804
100186,552
146505,729
149,5511
29270,12821
8283,5444
92789,667
41794,5105
84575,5006
16240,4101
101017,992
150808,1230
39292,2553
69982,1818
34487,5443
115088,3872
26614,4355
105662,15375
141856,672
101192,3662
43012,3615
82956,1591
26067,1115
87056,5699
78933,760
152438,5284
73275,2344
110274,5491
39584,3864
36909,2000
110796,12812
1627,9119
86227,2658
75545,628
133083,630
104202,8525
54185,919
149343,1318
34088,525
24653,1375
25812,427
84481,6354
26989,1326
17037,3811
40726,3004
85586,9792
4072,890
26911,1079
36007,2495
99144,5174
73959,5759
118896,1809
63558,5924
127010,1845
71016,14660
16159,2751
124743,391
15200,591
64507,4320
30004,18062
150973,884
26498,1654
9804,1316
13531,8430
126289,421
122380,1154
122,576
34110,7481
4390,790
54295,1899
39860,3798
3589,7459
21936,4785
120946,1688
141237,446
125051,1046
59726,727
79189,2202
31091,6289
147675,3271
81925,2264
25735,885
74679,1629
73918,8148
132007,8714
31761,645
54856,16872
19834,3050
14429,7235
98578,496
138613,5292
53637,552
11625,432
99910,844
40485,5152
18485,3423
117978,13803
98149,811
70469,2192
109356,4588
7219,5280
10276,2739
28233,16146
132059,3669
53308,882
48497,17805
76207,11198
101734,8411
26888,2262
1122,506
36819,926
61694,7811
64760,3785
42506,4666
154017,872
70036,2634
83603,2106
78981,475
4337,854
16248,2611
95319,4836
125537,2496
69325,9761
15021,692
9906,579
142543,911
28719,2642
28043,1257
44752,2508
32488,742
46471,791
138444,7338
57435,4209
141155,5257
48905,3704
45935,566
79200,2419
35912,1760
40012,1170
23492,6403
11313,612
130135,2994
3208,9123
13250,1052
36568,1181
58602,14394
20421,574
3312,4642
64358,4763
9848,3831
69564,3445
65520,862
143439,6069
8769,10019
150290,15293
14310,2591
107550,6412
99870,2512
77570,13653
153445,491
1329,886
124918,6617
142304,6153
62847,9489
82381,3011
103335,1069
32306,847
127339,1125
131449,8752
14525,10701
86313,1917
45218,6389
65740,734
118821,6224
46563,6449
3283,692
34252,544
43746,580
107303,4678
22934,736
95351,6766
32111,2520
135280,5860
16627,11176
125097,4525
1109,639
149827,2674
74724,5088
42014,3696
7742,17877
135767,614
18313,2655
145910,6443
36655,8737
44710,4540
80306,596
24222,698
106323,7754
135929,2795
111949,2138
16807,13421
14666,589
30679,1897
20351,4504
106164,491
42482,872
10530,2206
32583,8818
43126,530
85381,1963
121532,7964
29854,709
35726,9173
82690,3975
150728,561
19857,5322
8302,2858
70105,2455
71453,3404
74110,4900
18233,4661
88895,4556
62510,1987
32987,625
15370,2644
123630,2791
7244,2196
71174,4460
100816,1780
77560,907
118150,915
73046,4434
107330,2973
32524,1238
21235,2074
34522,2877
19408,5761
58170,3669
109487,1083
147054,847
102327,17221
77756,6330
29819,680
60743,3345
20471,2129
6983,2484
9652,890
9548,740
117567,658
108413,5988
43866,9037
9681,16383
6442,14456
32434,479
71720,1197
43717,1662
50595,7806
29637,5975
133822,5931
97168,5330
80628,1035
118697,4712
7162,11923
15504,742
57246,758
150938,1105
3429,450
105154,2841
28576,758
89469,1125
11411,2087
26134,5242
145127,11176
7817,2271
32133,984
43069,3535
88368,16874
15538,1116
29183,928
115863,6332
102179,1417
26410,16286
17255,2583
16809,625
53967,746
38496,6154
115906,619
5491,4862
135680,4256
109664,1153
35713,638
17250,667
49422,548
81751,743
24863,5035
119930,6925
17575,675
93132,1210
36687,11508
9320,4129
115913,5950
38396,1435
61959,4066
152787,848
16607,10874
46697,886
10804,12418
119450,953
67166,9248
140792,1124
36345,900
118424,1013
13226,1171
12344,675
14698,842
145108,5690
135304,5335
92111,863
154788,729
30420,888
32949,3714
141437,641
136375,4559
144908,7679
35911,6996
34382,6776
28763,6355
57727,4082
9810,12085
25474,12490
52163,1861
46670,538
21728,1547
6012,789
47044,2728
122711,561
59082,545
120765,14242
123046,2548
34625,7368
34440,602
82388,18508
36403,5209
70589,927
48832,18709
117683,1656
9350,876
13597,3264
76344,1031
4465,906
57363,828
52863,1209
32749,3714
11457,2229
138044,2614
107827,4675
55368,1103
110060,1299
23485,5292
31931,5645
99850,5204
29291,2596
49705,530
8764,975
48034,1064
48546,5186
35945,5747
120859,4424
144127,8684
50912,471
18602,376
144630,579
149924,4469
140252,4265
63130,7123
27657,740
108665,4939
35795,3192
129956,11105
79270,544
10511,6539
22947,1016
4858,1868
33428,10447
152919,746
77324,6302
136841,3175
35054,536
29632,1047
30696,3400
12861,4137
111719,2646
124691,663
117568,996
116233,3293
68039,2507
82325,1690
152547,2147
120183,3091
145422,12273
90142,4159
3260,11962
109427,2503
33414,515
37547,830
37283,872
21835,709
116537,847
71205,658
18984,9292
115480,2052
10366,6907
74749,1956
145802,2811
93537,892
27456,5265
126783,668
54084,6198
7645,863
4197,408
60512,1878
14818,6460
136790,5182
19336,828
15342,539
10920,3329
25732,3024
21051,789
133806,1734
54593,945
71845,812
19934,2782
32389,873
141635,3247
76602,1746
22048,999
7659,1439
80540,10215
19101,15710
23905,4665
5522,3075
5537,756
100515,3007
82874,3196
114977,10111
102777,552
105631,624
16742,394
3119,386
44219,7123
11528,1002
34393,18515
45725,753
106811,1437
149574,3422
83929,4791
7003,704
33212,789
88822,863
35477,4916
121472,1449
36403,14192
99362,2474
63417,917
22780,3036
5122,432
15364,1687
106604,8286
29078,2210
13695,2287
112987,2964
21600,2387
153247,558
97221,884
24069,2344
84196,801
148992,1867
37609,505
143094,538
21768,2462
37578,571
89778,745
35343,5142
96067,1629
104508,1786
34065,663
26254,15026
34310,14790
119210,15240
10390,4150
3245,3258
49099,2086
139623,858
96481,1193
49161,1757
20304,2594
34553,4665
151466,1778
74068,505
109210,2998
96400,17263
12881,944
58426,736
65742,10556
5297,491
30792,1004
111623,4536
142886,2804
10674,781
69829,7976
109495,900
18008,854
23478,5642
60618,14801
60153,5908
130325,4687
29130,982
151435,756
33698,1041
29487,5140
14995,680
84960,12899
122201,14103
112570,1550
3690,630
7363,9925
139744,5999
56294,4485
121039,6267
83627,3505
96890,834
29955,918
38136,1789
11225,1890
118143,3568
1938,6076
140972,1172
25818,8911
54640,3437
32864,574
121094,7523
80864,15426
23556,2240
40722,10808
2521,6544
6001,3170
5616,4600
9354,15968
113622,2949
135352,4386
17360,665
52602,491
120025,2960
90679,633
89581,2343
98367,2717
60828,899
66103,3125
3982,4851
5048,1151
38017,616
16874,419
1678,1138
59770,3696
81364,5250
6273,7812
45222,798
145158,1094
380,5171
17916,4516
93964,596
130082,3387
22482,4697
110120,1882
109400,4964
39171,789
36695,1264
64730,1389
83281,720
84497,605
129891,3911
142074,698
37229,5751
2831,3609
136024,1240
106925,694
17546,492
23635,961
113358,11115
19203,7479
76163,956
125820,7568
144505,4052
21635,3920
4710,805
84874,3780
132592,7723
96049,2064
32878,11141
2341,3836
34972,2688
30663,819
66906,2290
37954,4382
153914,3519
13905,857
42658,7987
79802,1220
9493,905
25462,1555
3326,7437
53422,4107
51705,4051
18260,3018
21854,5226
141090,799
141061,990
115740,14300
63399,5806
131872,776
138712,9709
27380,2638
28599,1616
121500,596
10642,1000
54393,683
66014,9057
107342,2164
16762,12991
3791,18532
64554,1441
37944,796
27103,4816
10826,1004
73465,4939
104163,4389
70211,1046
27829,1680
16688,790
23113,993
13556,5602
146829,917
80580,447
146747,485
103502,18630
129431,5480
116023,822
8777,650
19875,1771
1516,12844
15758,3464
40170,2125
4615,15017
56589,953
103014,5091
140945,2094
78932,1857
147402,1546
79990,773
129377,1677
144001,4704
27942,8496
41212,6250
54519,15249
91929,17820
65073,1402
26134,7328
50796,813
17008,1106
128127,1027
10472,6703
60802,2852
3950,1048
130578,765
55416,1723
92444,3858
128642,675
43632,789
101054,4042
38160,2287
43263,4056
5973,2160
22956,1778
54385,770
76164,895
142655,6535
16019,3861
111241,764
17792,802
72105,6848
14426,1875
27756,3749
23809,3267
11434,18717
134187,2616
11854,605
151717,8540
59197,670
86508,7803
140687,622
